sentence_id,text,label,split,source_dataset,source_config,locale,partition,scenario
massive-train-6196,what meetings do i have next thursday,32,train,massive,en-US,en-US,train,2
massive-train-6197,are there team meetups on the schedule this month,32,train,massive,en-US,en-US,train,2
massive-train-6198,i would ask it to play the beep sound continuously,50,train,massive,en-US,en-US,train,2
massive-train-6199,i would like to set the event repetitive,50,train,massive,en-US,en-US,train,2
massive-train-6200,i want to remove the wedding function on saturday,30,train,massive,en-US,en-US,train,2
massive-train-6201,what do i have planned for friday,32,train,massive,en-US,en-US,train,2
massive-train-6202,when am i supposed to meet barbara for lunch this week,32,train,massive,en-US,en-US,train,2
massive-train-6203,remind me about my lunch date for monday,50,train,massive,en-US,en-US,train,2
massive-train-6204,please tell me about a hour before thursday about my hair appointment,50,train,massive,en-US,en-US,train,2
massive-train-6205,i need to add baseball practice on saturday at two p. m.,50,train,massive,en-US,en-US,train,2
massive-train-6206,alert,50,train,massive,en-US,en-US,train,2
massive-train-6207,create an event in my calendar,50,train,massive,en-US,en-US,train,2
massive-train-6208,olly create an event in my calendar,50,train,massive,en-US,en-US,train,2
massive-train-6209,open calendar and make an event reminder,50,train,massive,en-US,en-US,train,2
massive-train-6210,do i have an appointment for january the third,32,train,massive,en-US,en-US,train,2
massive-train-6211,are there any events on my calendar for this week,32,train,massive,en-US,en-US,train,2
massive-train-6212,olly are there any events on my calendar for this week,32,train,massive,en-US,en-US,train,2
massive-train-6213,olly set a reminder for my meeting today,50,train,massive,en-US,en-US,train,2
massive-train-6214,set a reminder for my meeting today,50,train,massive,en-US,en-US,train,2
massive-train-6215,notify me two hours before my meeting,50,train,massive,en-US,en-US,train,2
massive-train-6216,olly remind me about my next meeting a few hours ahead of time,50,train,massive,en-US,en-US,train,2
massive-train-6217,remind me about my next meeting a few hours ahead of time,50,train,massive,en-US,en-US,train,2
massive-train-6218,create an empty calendar event for next saturday at ten am,50,train,massive,en-US,en-US,train,2
massive-train-6219,make a calendar entry for next saturday at ten am please,50,train,massive,en-US,en-US,train,2
massive-train-6220,remind me about the meeting with dentist on the twenty third of may,50,train,massive,en-US,en-US,train,2
massive-train-6221,do i have any plans for today,32,train,massive,en-US,en-US,train,2
massive-train-6222,remove the party event from the calendar,30,train,massive,en-US,en-US,train,2
massive-train-6223,remove trip event,30,train,massive,en-US,en-US,train,2
massive-train-6224,remove all the events on dec twenty sixth,30,train,massive,en-US,en-US,train,2
massive-train-6225,set reminder for meeting with john on wednesday at nine am,50,train,massive,en-US,en-US,train,2
massive-train-6226,delete my birthday reminder for next week,30,train,massive,en-US,en-US,train,2
massive-train-6227,please find events in the month of march,32,train,massive,en-US,en-US,train,2
massive-train-6228,search for events in the chicago area,6,train,massive,en-US,en-US,train,6
massive-train-6229,i need to know events scheduled for the weekend,32,train,massive,en-US,en-US,train,2
massive-train-6230,please remind to get donuts for the meeting,50,train,massive,en-US,en-US,train,2
massive-train-6231,set reminder in one hour for a meeting,50,train,massive,en-US,en-US,train,2
massive-train-6232,set this date to repeat reminder,50,train,massive,en-US,en-US,train,2
massive-train-6233,remove this event from my calendar notification,30,train,massive,en-US,en-US,train,2
massive-train-6234,please delete this calendar event,30,train,massive,en-US,en-US,train,2
massive-train-6235,play b. b. c. radio,36,train,massive,en-US,en-US,train,3
massive-train-6236,tune in some radio,36,train,massive,en-US,en-US,train,3
massive-train-6237,please start radio,36,train,massive,en-US,en-US,train,3
massive-train-6238,turn on some radio station,36,train,massive,en-US,en-US,train,3
massive-train-6239,play my favorite radio,36,train,massive,en-US,en-US,train,3
massive-train-6240,turn on the radio,36,train,massive,en-US,en-US,train,3
massive-train-6241,turn on the radio olly,36,train,massive,en-US,en-US,train,3
massive-train-6242,play music radio for me,36,train,massive,en-US,en-US,train,3
massive-train-6243,play the radio,36,train,massive,en-US,en-US,train,3
massive-train-6244,play my rock station on pandora,36,train,massive,en-US,en-US,train,3
massive-train-6245,what are the new rock radio stations,36,train,massive,en-US,en-US,train,3
massive-train-6246,select radio menu,36,train,massive,en-US,en-US,train,3
massive-train-6247,select station you want,36,train,massive,en-US,en-US,train,3
massive-train-6248,turn radio to ninety eight point seven,36,train,massive,en-US,en-US,train,3
massive-train-6249,i need you to turn on the radio,36,train,massive,en-US,en-US,train,3
massive-train-6250,play me a radio channel for trance music,36,train,massive,en-US,en-US,train,3
massive-train-6251,play me the top one radio channel,36,train,massive,en-US,en-US,train,3
massive-train-6252,alexa ally please play pandora radio,36,train,massive,en-US,en-US,train,3
massive-train-6253,ally please play pandora radio,36,train,massive,en-US,en-US,train,3
massive-train-6254,turn to station one hundred and two point seven ally,36,train,massive,en-US,en-US,train,3
massive-train-6255,play spotify,36,train,massive,en-US,en-US,train,3
massive-train-6256,play soundcloud,36,train,massive,en-US,en-US,train,3
massive-train-6257,can you play acoustic music with no commercials,36,train,massive,en-US,en-US,train,3
massive-train-6258,i want to hear the best country songs of the nineties,45,train,massive,en-US,en-US,train,3
massive-train-6259,play the radio station,36,train,massive,en-US,en-US,train,3
massive-train-6260,play the top forty station with rocket and theresa,36,train,massive,en-US,en-US,train,3
massive-train-6261,play the kansas city hip hop station,36,train,massive,en-US,en-US,train,3
massive-train-6262,find me the local n. p. r. station,36,train,massive,en-US,en-US,train,3
massive-train-6263,is rush limbaugh on the air if he is put him on,36,train,massive,en-US,en-US,train,3
massive-train-6264,i want to hear some radio pop please,36,train,massive,en-US,en-US,train,3
massive-train-6265,tune in to nine hundred and thirty five on radio,36,train,massive,en-US,en-US,train,3
massive-train-6266,on the radio it is time for good music,36,train,massive,en-US,en-US,train,3
massive-train-6267,put on the radio,36,train,massive,en-US,en-US,train,3
massive-train-6268,play radio,36,train,massive,en-US,en-US,train,3
massive-train-6269,start the radio,36,train,massive,en-US,en-US,train,3
massive-train-6270,start the radio olly,36,train,massive,en-US,en-US,train,3
massive-train-6271,i want to hear the radio olly,36,train,massive,en-US,en-US,train,3
massive-train-6272,i want to hear the radio,36,train,massive,en-US,en-US,train,3
massive-train-6273,open radio,36,train,massive,en-US,en-US,train,3
massive-train-6274,turn on the radio please,36,train,massive,en-US,en-US,train,3
massive-train-6275,activate the radio please,36,train,massive,en-US,en-US,train,3
massive-train-6276,tune in to my favorite radio station please,36,train,massive,en-US,en-US,train,3
massive-train-6277,play the radio music band,36,train,massive,en-US,en-US,train,3
massive-train-6278,play the radio band with documentary,36,train,massive,en-US,en-US,train,3
massive-train-6279,please tune in to nine hundred and seventy five f. m.,36,train,massive,en-US,en-US,train,3
massive-train-6280,turn on some music,45,train,massive,en-US,en-US,train,3
massive-train-6281,i want to hear the radio turn it on please,36,train,massive,en-US,en-US,train,3
massive-train-6282,play the radio on nine hundred and ninety nine f. m. only,36,train,massive,en-US,en-US,train,3
massive-train-6283,the radio should play only on nine hundred and ninety nine f. m.,36,train,massive,en-US,en-US,train,3
massive-train-6284,start radio and go to frequency on one thousand and forty eight,36,train,massive,en-US,en-US,train,3
massive-train-6285,start radio and go to frequency on nine hundred and forty three,36,train,massive,en-US,en-US,train,3
massive-train-6286,start radio and go to frequency on nine hundred and twenty seven,36,train,massive,en-US,en-US,train,3
massive-train-6287,look for a radio station called rhythm on the frequency one,36,train,massive,en-US,en-US,train,3
massive-train-6288,get me a radio station that plays classical music,36,train,massive,en-US,en-US,train,3
massive-train-6289,play am,36,train,massive,en-US,en-US,train,3
massive-train-6290,play old,36,train,massive,en-US,en-US,train,3
massive-train-6291,i need ninety nine point five please,36,train,massive,en-US,en-US,train,3
massive-train-6292,i'd like to listen to ninety nine point five,36,train,massive,en-US,en-US,train,3
massive-train-6293,please turn on ninety nine point five,36,train,massive,en-US,en-US,train,3
massive-train-6294,time for my drive home station please,36,train,massive,en-US,en-US,train,3
massive-train-6295,find me some talk back radio,36,train,massive,en-US,en-US,train,3
massive-train-6296,play radia,36,train,massive,en-US,en-US,train,3
massive-train-6297,open radia,36,train,massive,en-US,en-US,train,3
massive-train-6298,open f. m.,36,train,massive,en-US,en-US,train,3
massive-train-6299,radio one thousand and twenty seven,36,train,massive,en-US,en-US,train,3
massive-train-6300,please start f. m. eight hundred and ninety radio channel,36,train,massive,en-US,en-US,train,3
massive-train-6301,i need you to start f. m. eight hundred and ninety radio channel,36,train,massive,en-US,en-US,train,3
massive-train-6302,search next station,36,train,massive,en-US,en-US,train,3
massive-train-6303,i want to listen to the rap station,36,train,massive,en-US,en-US,train,3
massive-train-6304,start radio station for me,36,train,massive,en-US,en-US,train,3
massive-train-6305,turn the radio on,36,train,massive,en-US,en-US,train,3
massive-train-6306,turn on the radio on this channel,36,train,massive,en-US,en-US,train,3
massive-train-6307,i want to hear this radio station now,36,train,massive,en-US,en-US,train,3
massive-train-6308,turn on the radio for me,36,train,massive,en-US,en-US,train,3
massive-train-6309,turn on the radio to kiss f. m.,36,train,massive,en-US,en-US,train,3
massive-train-6310,find me kiss f. m. channel,36,train,massive,en-US,en-US,train,3
massive-train-6311,play the radio for me,36,train,massive,en-US,en-US,train,3
massive-train-6312,turn the radio to kiss f. m.,36,train,massive,en-US,en-US,train,3
massive-train-6313,play my favorite radio station,36,train,massive,en-US,en-US,train,3
massive-train-6314,would you please turn on the am radio,36,train,massive,en-US,en-US,train,3
massive-train-6315,i'm tired of pandora please turn on the radio,36,train,massive,en-US,en-US,train,3
